date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,location_key,location_name,latitude,longitude,elevation_m
2018-12-01,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-02,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-03,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-04,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-05,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-06,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-07,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-08,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-09,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-10,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-11,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-12,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-13,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-14,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-15,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-16,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-17,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-18,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-19,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-20,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-21,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-22,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-23,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-24,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-25,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-26,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-27,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-28,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-29,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-30,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2018-12-31,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-01,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-02,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-03,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-04,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-05,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-06,4.6,,10.8,26.9,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-07,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-08,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-09,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-10,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-11,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-12,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-13,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-14,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-15,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-16,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-17,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-18,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-19,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
2019-01-20,,,,,,,,,,,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420
