date,location_key,location_name,latitude,longitude,elevation_m,tavg,tmin,tmax,prcp,wspd,wpgt,pres,humidity,solar_radiation,flood_event,nasa_tavg,nasa_tmin,nasa_tmax,nasa_prcp,nasa_wspd,nasa_wpgt,nasa_pres
2006-04-06,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,4.67,-2.49,11.75,0.0,1.93,3.39,71.79,50.21,27.03,0,4.67,-2.49,11.75,0.0,1.93,3.39,71.79
2006-04-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,12.72,5.45,19.68,0.0,1.5,2.85,79.09,44.35,26.42,0,12.72,5.45,19.68,0.0,1.5,2.85,79.09
2006-04-07,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,6.48,-1.56,14.12,0.0,1.27,2.66,71.74,48.08,24.02,0,6.48,-1.56,14.12,0.0,1.27,2.66,71.74
2006-04-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,12.94,5.32,20.37,0.0,1.61,3.16,79.06,44.96,24.99,0,12.94,5.32,20.37,0.0,1.61,3.16,79.06
2006-04-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,11.75,6.67,17.48,4.44,1.04,2.08,78.93,60.94,10.51,0,11.75,6.67,17.48,4.44,1.04,2.08,78.93
2006-04-08,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,4.45,0.1,9.43,8.6,1.49,3.14,71.56,74.49,9.78,0,4.45,0.1,9.43,8.6,1.49,3.14,71.56
2006-04-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.34,3.78,10.8,25.24,1.09,2.01,78.47,86.89,6.69,0,6.34,3.78,10.8,25.24,1.09,2.01,78.47
2006-04-09,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.06,-5.99,3.79,25.24,1.33,2.45,70.96,90.41,6.29,0,-0.06,-5.99,3.79,25.24,1.33,2.45,70.96
2006-04-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.68,2.56,11.24,1.02,1.57,4.04,78.53,67.26,23.67,0,6.68,2.56,11.24,1.02,1.57,4.04,78.53
2006-04-10,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.39,-8.98,2.83,1.3,1.92,3.24,71.08,64.32,23.41,0,-3.39,-8.98,2.83,1.3,1.92,3.24,71.08
2006-04-11,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.16,-8.05,4.82,0.0,1.67,2.99,71.32,52.4,25.06,0,-1.16,-8.05,4.82,0.0,1.67,2.99,71.32
2006-04-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,7.74,1.76,13.05,0.0,1.01,1.9,78.78,40.74,24.63,0,7.74,1.76,13.05,0.0,1.01,1.9,78.78
2006-04-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,7.46,1.4,13.65,0.71,1.4,2.84,78.77,39.83,24.82,0,7.46,1.4,13.65,0.71,1.4,2.84,78.77
2006-04-12,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-0.21,-8.25,6.19,0.12,1.22,2.41,71.32,48.69,25.39,0,-0.21,-8.25,6.19,0.12,1.22,2.41,71.32
2006-04-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,7.93,0.73,14.46,0.94,1.58,3.46,78.94,44.34,27.6,0,7.93,0.73,14.46,0.94,1.58,3.46,78.94
2006-04-13,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.1,-6.63,7.84,0.0,1.48,3.29,71.45,52.02,25.86,0,1.1,-6.63,7.84,0.0,1.48,3.29,71.45
2006-04-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.8,3.37,11.76,0.15,1.18,2.08,79.16,62.64,10.02,0,6.8,3.37,11.76,0.15,1.18,2.08,79.16
2006-04-14,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,0.52,-1.3,2.74,0.72,1.2,2.29,71.64,74.27,11.46,0,0.52,-1.3,2.74,0.72,1.2,2.29,71.64
2006-04-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,8.46,2.63,14.4,0.27,1.73,3.53,79.09,61.58,25.39,0,8.46,2.63,14.4,0.27,1.73,3.53,79.09
2006-04-15,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,1.4,-2.36,5.86,0.76,1.56,3.32,71.6,74.78,21.23,0,1.4,-2.36,5.86,0.76,1.56,3.32,71.6
2006-04-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,9.11,2.39,15.08,0.0,1.49,2.22,78.92,50.48,21.27,0,9.11,2.39,15.08,0.0,1.49,2.22,78.92
2006-04-16,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,2.39,-3.91,7.6,0.01,1.41,2.8,71.47,55.72,22.36,0,2.39,-3.91,7.6,0.01,1.41,2.8,71.47
2006-04-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,9.57,2.43,16.02,0.0,1.39,2.09,78.96,48.36,26.66,0,9.57,2.43,16.02,0.0,1.39,2.09,78.96
2006-04-17,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,3.63,-2.7,9.17,0.0,1.02,1.66,71.53,48.66,25.24,0,3.63,-2.7,9.17,0.0,1.02,1.66,71.53
2006-04-18,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,4.55,-3.23,10.91,0.0,1.01,2.15,71.6,43.94,27.11,0,4.55,-3.23,10.91,0.0,1.01,2.15,71.6
2006-04-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,10.77,2.73,17.39,0.0,1.26,1.66,78.99,43.39,25.86,0,10.77,2.73,17.39,0.0,1.26,1.66,78.99
2006-04-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,11.81,4.23,18.65,0.0,1.69,3.15,79.16,41.2,27.79,0,11.81,4.23,18.65,0.0,1.69,3.15,79.16
2006-04-19,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,5.82,-2.25,13.18,0.0,1.35,2.73,71.74,44.84,27.53,0,5.82,-2.25,13.18,0.0,1.35,2.73,71.74
2006-04-20,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,6.66,0.05,13.33,0.0,1.43,3.29,71.9,57.25,24.48,0,6.66,0.05,13.33,0.0,1.43,3.29,71.9
2006-04-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,12.69,6.01,19.28,0.02,1.66,3.45,79.31,48.37,23.26,0,12.69,6.01,19.28,0.02,1.66,3.45,79.31
2006-04-21,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,6.83,0.59,13.43,0.0,1.11,2.68,71.8,66.57,25.64,0,6.83,0.59,13.43,0.0,1.11,2.68,71.8
2006-04-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,12.48,6.24,18.6,0.02,1.38,2.49,79.2,58.08,25.82,0,12.48,6.24,18.6,0.02,1.38,2.49,79.2
2006-04-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,14.0,7.02,20.65,0.37,1.66,3.44,79.07,50.95,26.42,0,14.0,7.02,20.65,0.37,1.66,3.44,79.07
2006-04-22,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,7.76,-0.61,15.0,0.5,1.27,2.63,71.72,54.92,26.52,0,7.76,-0.61,15.0,0.5,1.27,2.63,71.72
2006-04-23,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,8.89,1.5,15.56,0.0,1.19,2.38,71.74,49.56,26.88,0,8.89,1.5,15.56,0.0,1.19,2.38,71.74
2006-04-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,15.28,9.06,21.62,0.02,1.68,3.5,79.06,48.82,27.45,0,15.28,9.06,21.62,0.02,1.68,3.5,79.06
2006-04-24,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,9.12,-0.37,16.88,0.0,1.37,2.57,71.78,42.74,28.12,0,9.12,-0.37,16.88,0.0,1.37,2.57,71.78
2006-04-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,15.87,7.31,23.68,0.0,1.6,3.08,79.05,41.6,27.76,0,15.87,7.31,23.68,0.0,1.6,3.08,79.05
2006-04-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,16.98,8.03,24.74,0.0,1.66,2.9,79.06,37.68,29.1,0,16.98,8.03,24.74,0.0,1.66,2.9,79.06
2006-04-25,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,10.21,-0.02,18.18,0.0,1.23,2.97,71.81,42.29,28.27,0,10.21,-0.02,18.18,0.0,1.23,2.97,71.81
2006-04-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,17.69,8.04,25.72,0.0,1.57,2.81,79.04,34.88,28.44,0,17.69,8.04,25.72,0.0,1.57,2.81,79.04
2006-04-26,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,11.34,1.24,19.04,0.0,1.24,2.63,71.82,37.65,29.36,0,11.34,1.24,19.04,0.0,1.24,2.63,71.82
2006-04-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,18.74,8.82,27.03,0.0,1.59,2.58,79.1,33.3,28.82,0,18.74,8.82,27.03,0.0,1.59,2.58,79.1
2006-04-27,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.2,1.7,20.08,0.0,1.23,2.71,71.89,36.43,28.46,0,12.2,1.7,20.08,0.0,1.23,2.71,71.89
2006-04-28,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.14,4.08,18.8,0.01,1.42,2.83,71.93,42.84,26.26,0,12.14,4.08,18.8,0.01,1.42,2.83,71.93
2006-04-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,18.93,11.45,26.21,0.0,1.54,2.76,79.15,35.18,28.22,0,18.93,11.45,26.21,0.0,1.54,2.76,79.15
2006-04-29,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,17.81,10.66,24.53,0.33,1.79,3.68,79.14,45.98,24.12,0,17.81,10.66,24.53,0.33,1.79,3.68,79.14
2006-04-29,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,11.2,4.66,16.58,2.04,1.37,2.84,71.9,55.54,23.01,0,11.2,4.66,16.58,2.04,1.37,2.84,71.9
2006-04-30,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,17.7,12.54,23.02,2.32,1.37,2.91,79.1,44.3,25.46,0,17.7,12.54,23.02,2.32,1.37,2.91,79.1
2006-04-30,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,10.99,6.57,16.17,2.02,1.34,3.22,71.84,51.86,24.25,0,10.99,6.57,16.17,2.02,1.34,3.22,71.84
2006-05-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,16.0,9.89,22.95,0.42,1.71,3.47,79.15,52.55,24.73,0,16.0,9.89,22.95,0.42,1.71,3.47,79.15
2006-05-01,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,8.32,3.2,14.06,0.42,1.35,3.05,71.88,69.62,22.59,0,8.32,3.2,14.06,0.42,1.35,3.05,71.88
2006-05-02,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,9.73,1.61,16.72,0.21,1.39,2.87,71.88,52.95,25.17,0,9.73,1.61,16.72,0.21,1.39,2.87,71.88
2006-05-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,16.65,9.88,23.06,0.62,1.64,3.42,79.19,46.51,24.94,0,16.65,9.88,23.06,0.62,1.64,3.42,79.19
2006-05-03,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,10.55,0.89,17.88,0.0,1.25,2.38,71.96,41.64,27.53,0,10.55,0.89,17.88,0.0,1.25,2.38,71.96
2006-05-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,16.96,8.35,24.48,0.29,1.78,3.46,79.24,39.77,29.86,0,16.96,8.35,24.48,0.29,1.78,3.46,79.24
2006-05-04,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.0,4.51,19.57,0.0,1.0,2.06,72.0,40.23,26.67,0,13.0,4.51,19.57,0.0,1.0,2.06,72.0
2006-05-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.19,10.95,26.71,0.0,1.73,3.49,79.23,34.98,28.96,0,19.19,10.95,26.71,0.0,1.73,3.49,79.23
2006-05-05,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.89,13.5,27.72,0.0,1.56,3.11,79.2,35.01,28.9,0,20.89,13.5,27.72,0.0,1.56,3.11,79.2
2006-05-05,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.4,4.74,20.14,0.0,1.2,2.43,72.02,45.5,28.44,0,13.4,4.74,20.14,0.0,1.2,2.43,72.02
2006-05-06,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.81,5.1,21.58,0.0,1.46,3.17,71.89,47.39,25.76,0,13.81,5.1,21.58,0.0,1.46,3.17,71.89
2006-05-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.14,13.48,28.69,0.0,1.79,3.9,79.04,36.86,29.37,0,21.14,13.48,28.69,0.0,1.79,3.9,79.04
2006-05-07,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.21,4.77,20.73,0.0,1.66,3.49,71.73,44.93,27.8,0,13.21,4.77,20.73,0.0,1.66,3.49,71.73
2006-05-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.38,12.38,27.2,0.0,1.66,3.23,78.9,36.78,29.43,0,20.38,12.38,27.2,0.0,1.66,3.23,78.9
2006-05-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.12,13.38,27.43,0.0,1.82,3.66,79.0,41.49,24.88,0,20.12,13.38,27.43,0.0,1.82,3.66,79.0
2006-05-08,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.71,7.21,18.9,0.04,1.61,3.57,71.83,55.59,25.01,0,12.71,7.21,18.9,0.04,1.61,3.57,71.83
2006-05-09,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,11.0,5.52,15.25,0.91,1.45,2.71,71.84,64.88,21.54,0,11.0,5.52,15.25,0.91,1.45,2.71,71.84
2006-05-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,17.37,13.04,23.04,1.39,1.62,3.83,79.08,58.48,22.03,0,17.37,13.04,23.04,1.39,1.62,3.83,79.08
2006-05-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.9,10.71,28.4,0.0,1.71,3.31,78.88,38.88,30.43,0,19.9,10.71,28.4,0.0,1.71,3.31,78.88
2006-05-10,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.7,2.69,21.29,0.0,1.35,2.6,71.71,40.07,29.6,0,12.7,2.69,21.29,0.0,1.35,2.6,71.71
2006-05-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.58,10.72,28.77,0.0,1.68,3.18,78.96,28.44,30.83,0,20.58,10.72,28.77,0.0,1.68,3.18,78.96
2006-05-11,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.6,2.67,21.99,0.0,1.29,2.91,71.78,36.91,28.5,0,13.6,2.67,21.99,0.0,1.29,2.91,71.78
2006-05-12,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,15.01,4.69,23.11,0.0,1.24,2.81,71.96,33.3,29.16,0,15.01,4.69,23.11,0.0,1.24,2.81,71.96
2006-05-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.67,12.12,30.2,0.0,1.72,3.39,79.14,28.09,30.78,0,21.67,12.12,30.2,0.0,1.72,3.39,79.14
2006-05-13,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,15.16,4.67,23.48,0.0,1.28,2.65,71.9,40.29,28.27,0,15.16,4.67,23.48,0.0,1.28,2.65,71.9
2006-05-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.6,12.75,30.8,0.0,1.51,2.84,79.01,25.9,30.34,0,22.6,12.75,30.8,0.0,1.51,2.84,79.01
2006-05-14,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,15.03,5.98,21.97,0.0,1.58,2.98,72.0,45.86,27.22,0,15.03,5.98,21.97,0.0,1.58,2.98,72.0
2006-05-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.21,15.03,28.91,0.0,1.63,2.83,79.17,28.5,28.39,0,22.21,15.03,28.91,0.0,1.63,2.83,79.17
2006-05-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.42,13.79,30.28,0.0,1.76,3.78,79.12,32.92,29.2,0,22.42,13.79,30.28,0.0,1.76,3.78,79.12
2006-05-15,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,16.49,7.15,24.24,0.0,1.18,2.46,71.95,39.97,27.94,0,16.49,7.15,24.24,0.0,1.18,2.46,71.95
2006-05-16,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,16.33,8.77,23.41,0.25,1.58,3.8,71.99,43.28,15.83,0,16.33,8.77,23.41,0.25,1.58,3.8,71.99
2006-05-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.62,15.56,29.03,0.47,1.71,3.72,79.15,36.98,24.19,0,22.62,15.56,29.03,0.47,1.71,3.72,79.15
2006-05-17,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.0,6.9,16.52,0.33,1.43,3.0,72.07,69.22,19.87,0,12.0,6.9,16.52,0.33,1.43,3.0,72.07
2006-05-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,18.19,12.98,22.9,1.1,1.83,3.39,79.34,58.37,24.15,0,18.19,12.98,22.9,1.1,1.83,3.39,79.34
2006-05-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.35,12.1,26.43,0.21,1.89,3.82,79.04,53.9,26.41,0,19.35,12.1,26.43,0.21,1.89,3.82,79.04
2006-05-18,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.95,4.87,20.96,0.77,1.45,3.08,71.8,62.12,26.01,0,12.95,4.87,20.96,0.77,1.45,3.08,71.8
2006-05-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.72,13.67,25.79,1.07,1.71,3.57,78.89,52.51,28.63,0,19.72,13.67,25.79,1.07,1.71,3.57,78.89
2006-05-19,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.54,5.95,20.46,0.44,1.41,3.09,71.67,54.38,26.66,0,13.54,5.95,20.46,0.44,1.41,3.09,71.67
2006-05-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.39,14.28,26.41,1.65,1.85,3.68,78.79,50.03,26.24,0,20.39,14.28,26.41,1.65,1.85,3.68,78.79
2006-05-20,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.9,5.93,21.59,1.35,1.41,3.27,71.59,54.68,25.7,0,13.9,5.93,21.59,1.35,1.41,3.27,71.59
2006-05-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.78,13.51,25.78,1.55,1.93,4.05,78.77,53.01,28.54,0,19.78,13.51,25.78,1.55,1.93,4.05,78.77
2006-05-21,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.59,5.91,21.21,0.14,1.48,3.2,71.58,52.46,27.56,0,13.59,5.91,21.21,0.14,1.48,3.2,71.58
2006-05-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,20.23,12.96,27.57,0.0,2.18,3.73,78.85,46.72,28.49,0,20.23,12.96,27.57,0.0,2.18,3.73,78.85
2006-05-22,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.14,6.02,21.27,0.0,1.81,3.77,71.66,55.77,26.62,0,13.14,6.02,21.27,0.0,1.81,3.77,71.66
2006-05-23,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.79,7.57,19.39,1.42,1.2,2.14,71.68,61.87,24.5,0,12.79,7.57,19.39,1.42,1.2,2.14,71.68
2006-05-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.67,13.23,25.03,0.97,1.3,2.44,78.87,48.64,27.84,0,19.67,13.23,25.03,0.97,1.3,2.44,78.87
2006-05-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.82,15.13,28.11,0.22,1.61,3.14,78.75,41.53,28.92,0,21.82,15.13,28.11,0.22,1.61,3.14,78.75
2006-05-24,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.19,7.64,20.21,0.29,1.03,2.3,71.64,56.05,21.92,0,14.19,7.64,20.21,0.29,1.03,2.3,71.64
2006-05-25,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.64,7.65,22.2,0.16,1.17,2.02,71.65,49.81,28.41,0,14.64,7.65,22.2,0.16,1.17,2.02,71.65
2006-05-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.48,15.3,29.85,0.73,1.92,4.04,78.75,38.24,30.32,0,22.48,15.3,29.85,0.73,1.92,4.04,78.75
2006-05-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.71,13.88,30.36,0.0,1.94,3.94,78.92,30.25,30.2,0,22.71,13.88,30.36,0.0,1.94,3.94,78.92
2006-05-26,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.78,5.28,22.87,0.0,1.46,2.42,71.81,40.6,26.87,0,14.78,5.28,22.87,0.0,1.46,2.42,71.81
2006-05-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,23.38,15.24,30.79,0.0,1.94,3.65,78.89,25.13,30.0,0,23.38,15.24,30.79,0.0,1.94,3.65,78.89
2006-05-27,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.93,7.94,22.29,0.0,1.46,2.6,71.82,43.92,24.68,0,14.93,7.94,22.29,0.0,1.46,2.6,71.82
2006-05-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.7,13.78,28.44,0.0,2.01,3.73,78.65,29.8,26.64,0,21.7,13.78,28.44,0.0,2.01,3.73,78.65
2006-05-28,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.48,6.81,18.88,0.01,1.29,2.12,71.6,54.77,22.97,0,12.48,6.81,18.88,0.01,1.29,2.12,71.6
2006-05-29,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.05,12.8,29.81,0.0,1.86,4.03,78.45,26.37,28.96,0,22.05,12.8,29.81,0.0,1.86,4.03,78.45
2006-05-29,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.55,4.74,21.4,0.0,1.13,2.26,71.38,46.75,27.36,0,13.55,4.74,21.4,0.0,1.13,2.26,71.38
2006-05-30,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.33,4.65,22.12,0.0,1.4,2.59,71.32,40.78,28.2,0,14.33,4.65,22.12,0.0,1.4,2.59,71.32
2006-05-30,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.29,13.85,29.26,0.0,1.89,3.53,78.42,20.0,29.74,0,22.29,13.85,29.26,0.0,1.89,3.53,78.42
2006-05-31,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.64,6.03,21.01,0.05,1.86,3.7,71.53,44.71,21.05,0,13.64,6.03,21.01,0.05,1.86,3.7,71.53
2006-05-31,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,22.34,15.19,28.53,0.03,2.09,4.27,78.66,20.76,26.84,0,22.34,15.19,28.53,0.03,2.09,4.27,78.66
2006-06-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.81,15.51,28.1,0.0,1.69,3.62,78.78,23.72,29.78,0,21.81,15.51,28.1,0.0,1.69,3.62,78.78
2006-06-01,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,13.62,5.94,20.23,0.0,1.21,2.54,71.61,46.28,28.4,0,13.62,5.94,20.23,0.0,1.21,2.54,71.61
2006-06-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.98,13.87,28.86,0.01,1.78,3.69,78.64,20.09,29.52,0,21.98,13.87,28.86,0.01,1.78,3.69,78.64
2006-06-02,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,14.52,5.95,21.61,0.0,1.22,2.5,71.47,35.3,24.25,0,14.52,5.95,21.61,0.0,1.22,2.5,71.47
2006-06-03,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,12.96,6.5,18.12,0.08,1.25,2.23,71.39,45.53,16.71,0,12.96,6.5,18.12,0.08,1.25,2.23,71.39
2006-06-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,21.07,15.52,26.42,0.2,1.77,3.82,78.55,27.38,28.04,0,21.07,15.52,26.42,0.2,1.77,3.82,78.55
2006-06-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,19.4,13.94,25.13,0.25,1.71,3.51,78.6,39.8,28.11,0,19.4,13.94,25.13,0.25,1.71,3.51,78.6
2006-06-04,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,11.1,4.69,16.94,0.03,1.3,2.45,71.4,56.2,14.75,0,11.1,4.69,16.94,0.03,1.3,2.45,71.4
2006-06-05,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,11.8,7.69,16.45,0.0,1.06,2.4,71.47,49.58,16.03,0,11.8,7.69,16.45,0.0,1.06,2.4,71.47
