date,location_key,location_name,latitude,longitude,elevation_m,tavg,tmin,tmax,prcp,wspd,wpgt,pres,humidity,solar_radiation,flood_event,nasa_tavg,nasa_tmin,nasa_tmax,nasa_prcp,nasa_wspd,nasa_wpgt,nasa_pres
2009-01-12,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.53,-10.72,-1.24,0.0,1.2,2.06,71.83,71.56,10.72,0,-6.53,-10.72,-1.24,0.0,1.2,2.06,71.83
2009-01-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.38,-4.07,5.48,0.78,1.31,1.8,79.65,65.26,6.07,0,-0.38,-4.07,5.48,0.78,1.31,1.8,79.65
2009-01-13,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.42,-8.6,-2.61,1.56,1.16,2.4,71.95,78.83,3.15,0,-6.42,-8.6,-2.61,1.56,1.16,2.4,71.95
2009-01-14,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.58,-8.2,-2.34,0.75,1.0,1.99,71.94,90.87,2.83,0,-5.58,-8.2,-2.34,0.75,1.0,1.99,71.94
2009-01-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.29,-2.99,2.3,0.52,1.29,2.3,79.69,80.77,4.41,0,-0.29,-2.99,2.3,0.52,1.29,2.3,79.69
2009-01-15,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.34,-5.75,0.42,2.23,0.85,2.14,71.99,89.31,4.58,0,-3.34,-5.75,0.42,2.23,0.85,2.14,71.99
2009-01-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.91,-0.87,7.07,1.58,1.33,2.33,79.68,81.5,7.45,0,1.91,-0.87,7.07,1.58,1.33,2.33,79.68
2009-01-16,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.67,-5.49,-1.2,17.02,1.12,2.6,71.75,93.53,3.17,0,-3.67,-5.49,-1.2,17.02,1.12,2.6,71.75
2009-01-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.75,-0.97,4.56,17.06,1.0,2.25,79.51,90.33,2.81,0,0.75,-0.97,4.56,17.06,1.0,2.25,79.51
2009-01-17,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.53,-9.36,-1.21,7.16,0.82,1.67,71.61,86.38,6.02,0,-4.53,-9.36,-1.21,7.16,0.82,1.67,71.61
2009-01-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.24,-1.44,7.3,11.11,0.95,2.18,79.28,78.17,6.98,0,2.24,-1.44,7.3,11.11,0.95,2.18,79.28
2009-01-18,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.46,-10.55,-3.17,7.71,1.29,2.68,71.29,89.72,3.41,0,-7.46,-10.55,-3.17,7.71,1.29,2.68,71.29
2009-01-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.25,-2.17,3.68,11.13,1.03,1.91,78.99,82.69,1.96,0,0.25,-2.17,3.68,11.13,1.03,1.91,78.99
2009-01-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.77,-7.17,5.73,1.92,1.45,2.08,79.39,60.4,10.96,0,-0.77,-7.17,5.73,1.92,1.45,2.08,79.39
2009-01-19,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-9.63,-16.58,-2.68,2.16,1.54,2.81,71.68,75.64,11.97,0,-9.63,-16.58,-2.68,2.16,1.54,2.81,71.68
2009-01-20,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-10.63,-20.3,-0.29,0.0,2.18,3.95,71.85,70.2,13.23,0,-10.63,-20.3,-0.29,0.0,2.18,3.95,71.85
2009-01-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-1.14,-7.57,8.4,0.0,2.33,3.63,79.46,52.21,13.54,0,-1.14,-7.57,8.4,0.0,2.33,3.63,79.46
2009-01-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.61,-2.16,11.21,0.0,1.19,1.92,79.27,43.01,13.2,0,3.61,-2.16,11.21,0.0,1.19,1.92,79.27
2009-01-21,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.36,-8.63,2.86,0.0,1.15,1.51,71.76,45.31,12.72,0,-3.36,-8.63,2.86,0.0,1.15,1.51,71.76
2009-01-22,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.77,-8.66,3.19,0.0,1.31,1.73,71.72,57.89,9.26,0,-3.77,-8.66,3.19,0.0,1.31,1.73,71.72
2009-01-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.36,-2.83,11.21,0.0,1.45,2.1,79.25,51.5,13.58,0,3.36,-2.83,11.21,0.0,1.45,2.1,79.25
2009-01-23,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.69,-13.6,2.23,0.0,1.73,3.08,71.81,69.24,10.18,0,-6.69,-13.6,2.23,0.0,1.73,3.08,71.81
2009-01-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.49,-4.64,10.47,0.0,1.82,3.34,79.36,56.88,12.69,0,1.49,-4.64,10.47,0.0,1.82,3.34,79.36
2009-01-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.19,-1.34,11.67,0.39,1.46,2.83,79.2,59.84,6.95,0,4.19,-1.34,11.67,0.39,1.46,2.83,79.2
2009-01-24,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.62,-9.79,3.61,0.33,1.48,2.91,71.67,66.95,4.75,0,-3.62,-9.79,3.61,0.33,1.48,2.91,71.67
2009-01-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.73,-0.77,6.37,11.94,1.14,2.23,78.9,84.35,4.8,0,2.73,-0.77,6.37,11.94,1.14,2.23,78.9
2009-01-25,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.37,-6.18,0.76,10.43,1.12,2.15,71.26,91.24,4.21,0,-3.37,-6.18,0.76,10.43,1.12,2.15,71.26
2009-01-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.78,2.42,5.97,7.45,1.07,2.24,78.89,82.53,3.24,0,3.78,2.42,5.97,7.45,1.07,2.24,78.89
2009-01-26,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.61,-4.08,-0.27,7.12,0.88,2.12,71.22,91.41,2.64,0,-2.61,-4.08,-0.27,7.12,0.88,2.12,71.22
2009-01-27,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.3,-8.75,-0.75,2.61,0.75,1.28,71.35,88.98,9.38,0,-4.3,-8.75,-0.75,2.61,0.75,1.28,71.35
2009-01-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.46,-2.34,5.36,4.82,0.91,1.4,79.0,84.27,6.71,0,1.46,-2.34,5.36,4.82,0.91,1.4,79.0
2009-01-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.24,-4.09,9.81,0.0,1.3,2.4,79.06,64.71,13.54,0,2.24,-4.09,9.81,0.0,1.3,2.4,79.06
2009-01-28,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.79,-11.03,2.23,0.01,1.35,2.26,71.5,76.17,9.78,0,-4.79,-11.03,2.23,0.01,1.35,2.26,71.5
2009-01-29,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.76,-6.75,0.55,0.71,1.31,2.61,71.37,72.39,7.2,0,-3.76,-6.75,0.55,0.71,1.31,2.61,71.37
2009-01-29,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.0,-0.88,8.23,0.07,1.19,2.17,78.99,57.99,11.96,0,3.0,-0.88,8.23,0.07,1.19,2.17,78.99
2009-01-30,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.85,-10.16,-1.18,1.43,1.1,2.25,71.46,88.54,6.17,0,-4.85,-10.16,-1.18,1.43,1.1,2.25,71.46
2009-01-30,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.81,-1.92,5.33,0.77,0.85,1.76,79.14,70.52,12.55,0,1.81,-1.92,5.33,0.77,0.85,1.76,79.14
2009-01-31,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.36,-16.74,1.84,0.0,1.7,3.53,71.59,62.42,13.24,0,-7.36,-16.74,1.84,0.0,1.7,3.53,71.59
2009-01-31,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.81,-6.34,10.27,0.0,1.27,2.47,79.16,52.18,14.98,0,1.81,-6.34,10.27,0.0,1.27,2.47,79.16
2009-02-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.06,-4.51,10.49,0.0,1.28,2.21,79.13,49.0,15.73,0,2.06,-4.51,10.49,0.0,1.28,2.21,79.13
2009-02-01,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.51,-12.85,3.03,0.0,1.38,2.82,71.59,63.84,13.23,0,-5.51,-12.85,3.03,0.0,1.38,2.82,71.59
2009-02-02,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.1,-12.1,0.13,1.56,1.56,3.0,71.57,79.28,8.76,0,-6.1,-12.1,0.13,1.56,1.56,3.0,71.57
2009-02-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.29,-4.53,6.78,0.73,1.4,2.55,79.15,58.54,8.43,0,1.29,-4.53,6.78,0.73,1.4,2.55,79.15
2009-02-03,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.24,-8.62,-1.0,8.86,1.38,3.53,71.42,93.43,5.67,0,-5.24,-8.62,-1.0,8.86,1.38,3.53,71.42
2009-02-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.21,-2.16,5.58,8.58,1.34,3.27,79.12,81.2,7.83,0,1.21,-2.16,5.58,8.58,1.34,3.27,79.12
2009-02-04,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.64,-8.77,-1.22,12.4,1.38,3.04,71.36,90.54,4.78,0,-5.64,-8.77,-1.22,12.4,1.38,3.04,71.36
2009-02-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.36,-3.26,7.89,9.87,1.35,2.68,79.03,74.08,7.78,0,1.36,-3.26,7.89,9.87,1.35,2.68,79.03
2009-02-05,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.76,-9.63,-4.14,19.09,1.55,3.04,71.13,98.15,3.78,0,-6.76,-9.63,-4.14,19.09,1.55,3.04,71.13
2009-02-05,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-1.11,-3.59,0.79,20.57,0.71,1.54,78.91,96.92,4.39,0,-1.11,-3.59,0.79,20.57,0.71,1.54,78.91
2009-02-06,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-9.79,-19.55,-4.44,4.12,0.93,2.07,71.43,83.6,10.99,0,-9.79,-19.55,-4.44,4.12,0.93,2.07,71.43
2009-02-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-2.96,-9.81,2.53,6.71,0.91,1.9,79.19,73.83,12.88,0,-2.96,-9.81,2.53,6.71,0.91,1.9,79.19
2009-02-07,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-12.34,-22.55,-1.58,0.0,1.91,3.39,71.75,62.23,10.75,0,-12.34,-22.55,-1.58,0.0,1.91,3.39,71.75
2009-02-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-3.81,-9.75,3.98,0.0,2.21,3.5,79.39,62.07,13.92,0,-3.81,-9.75,3.98,0.0,2.21,3.5,79.39
2009-02-08,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-10.15,-19.4,-0.26,0.0,1.8,3.31,71.84,64.65,13.16,0,-10.15,-19.4,-0.26,0.0,1.8,3.31,71.84
2009-02-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.56,-6.61,9.11,0.0,2.07,3.55,79.4,55.96,15.39,0,-0.56,-6.61,9.11,0.0,2.07,3.55,79.4
2009-02-09,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.38,-12.97,-2.17,7.01,1.13,1.89,71.6,75.47,4.47,0,-6.38,-12.97,-2.17,7.01,1.13,1.89,71.6
2009-02-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.16,-3.23,4.05,2.16,1.42,2.14,79.26,74.02,5.36,0,0.16,-3.23,4.05,2.16,1.42,2.14,79.26
2009-02-10,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.65,-7.02,-2.36,15.46,1.16,2.45,71.23,93.81,4.16,0,-4.65,-7.02,-2.36,15.46,1.16,2.45,71.23
2009-02-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.47,-1.18,3.04,20.23,0.8,1.26,78.89,88.01,6.22,0,0.47,-1.18,3.04,20.23,0.8,1.26,78.89
2009-02-11,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.24,-11.91,-2.47,1.14,1.12,2.18,71.26,94.26,10.2,0,-7.24,-11.91,-2.47,1.14,1.12,2.18,71.26
2009-02-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.33,-0.91,5.1,0.53,0.69,1.58,78.96,79.25,13.76,0,1.33,-0.91,5.1,0.53,0.69,1.58,78.96
2009-02-12,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.77,-7.42,-1.92,8.61,1.11,2.47,71.25,93.95,5.24,0,-4.77,-7.42,-1.92,8.61,1.11,2.47,71.25
2009-02-12,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.2,-2.11,2.76,6.78,1.01,1.67,78.97,90.97,5.64,0,-0.2,-2.11,2.76,6.78,1.01,1.67,78.97
2009-02-13,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.21,-5.65,-2.13,34.34,1.25,3.28,70.9,95.26,2.26,0,-4.21,-5.65,-2.13,34.34,1.25,3.28,70.9
2009-02-13,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-1.0,-2.09,0.34,38.95,1.01,1.91,78.65,96.48,1.75,0,-1.0,-2.09,0.34,38.95,1.01,1.91,78.65
2009-02-14,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.86,-6.68,3.13,7.25,0.81,1.65,78.94,84.27,11.54,0,-0.86,-6.68,3.13,7.25,0.81,1.65,78.94
2009-02-14,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-6.63,-14.12,-2.97,6.98,1.2,3.01,71.24,92.69,5.11,0,-6.63,-14.12,-2.97,6.98,1.2,3.01,71.24
2009-02-15,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-11.51,-20.93,-1.99,0.01,1.65,3.29,71.45,76.15,14.02,0,-11.51,-20.93,-1.99,0.01,1.65,3.29,71.45
2009-02-15,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-2.2,-9.17,5.66,0.0,1.41,2.14,79.09,60.71,17.28,0,-2.2,-9.17,5.66,0.0,1.41,2.14,79.09
2009-02-16,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,-0.53,-7.73,6.91,0.0,1.66,3.0,79.15,58.29,17.52,0,-0.53,-7.73,6.91,0.0,1.66,3.0,79.15
2009-02-16,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-10.75,-21.07,-1.68,0.0,1.63,3.17,71.55,69.1,15.14,0,-10.75,-21.07,-1.68,0.0,1.63,3.17,71.55
2009-02-17,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.92,-4.22,7.05,0.0,1.16,1.57,79.21,59.25,16.45,0,0.92,-4.22,7.05,0.0,1.16,1.57,79.21
2009-02-17,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-8.23,-14.43,-1.98,0.0,1.14,1.75,71.6,73.67,13.28,0,-8.23,-14.43,-1.98,0.0,1.14,1.75,71.6
2009-02-18,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-7.56,-13.77,-0.97,0.0,1.17,1.97,71.64,75.41,14.39,0,-7.56,-13.77,-0.97,0.0,1.17,1.97,71.64
2009-02-18,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.65,-4.6,9.41,0.0,1.12,1.97,79.23,60.18,17.79,0,1.65,-4.6,9.41,0.0,1.12,1.97,79.23
2009-02-19,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.25,-2.84,10.19,2.18,1.3,1.97,79.01,67.25,11.43,0,3.25,-2.84,10.19,2.18,1.3,1.97,79.01
2009-02-19,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.8,-9.83,-0.37,5.59,1.26,1.82,71.43,83.99,8.49,0,-4.8,-9.83,-0.37,5.59,1.26,1.82,71.43
2009-02-20,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.46,-2.62,4.42,15.83,1.4,3.31,79.11,89.76,12.13,0,0.46,-2.62,4.42,15.83,1.4,3.31,79.11
2009-02-20,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.4,-9.25,-2.33,12.59,1.72,3.99,71.39,94.95,6.86,0,-5.4,-9.25,-2.33,12.59,1.72,3.99,71.39
2009-02-21,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.7,-4.29,6.43,4.06,1.05,1.97,79.33,74.31,16.84,0,1.7,-4.29,6.43,4.06,1.05,1.97,79.33
2009-02-21,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-5.15,-8.07,-1.43,2.88,1.09,2.15,71.63,91.47,10.66,0,-5.15,-8.07,-1.43,2.88,1.09,2.15,71.63
2009-02-22,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.43,-1.33,6.2,2.83,1.07,2.07,78.83,79.08,8.96,0,1.43,-1.33,6.2,2.83,1.07,2.07,78.83
2009-02-22,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.54,-8.02,-1.58,2.91,1.21,2.29,71.2,93.14,6.79,0,-4.54,-8.02,-1.58,2.91,1.21,2.29,71.2
2009-02-23,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,0.47,-1.21,3.42,2.74,0.82,2.09,78.61,95.91,5.93,0,0.47,-1.21,3.42,2.74,0.82,2.09,78.61
2009-02-23,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.61,-6.07,-1.16,3.55,1.61,3.86,70.98,98.15,5.87,0,-3.61,-6.07,-1.16,3.55,1.61,3.86,70.98
2009-02-24,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.76,-0.2,7.37,0.14,1.59,4.07,78.62,85.87,14.72,0,2.76,-0.2,7.37,0.14,1.59,4.07,78.62
2009-02-24,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.3,-9.49,-1.37,0.53,1.46,2.63,71.04,93.53,9.41,0,-4.3,-9.49,-1.37,0.53,1.46,2.63,71.04
2009-02-25,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-9.0,-18.84,-1.51,0.0,1.59,3.22,71.18,66.24,15.86,0,-9.0,-18.84,-1.51,0.0,1.59,3.22,71.18
2009-02-25,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.66,-2.04,7.71,0.0,0.91,1.78,78.74,62.67,18.97,0,2.66,-2.04,7.71,0.0,0.91,1.78,78.74
2009-02-26,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-10.31,-20.34,-1.8,0.0,1.57,3.74,71.25,67.1,16.54,0,-10.31,-20.34,-1.8,0.0,1.57,3.74,71.25
2009-02-26,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.78,-4.66,7.71,0.0,1.24,2.02,78.82,55.01,19.64,0,1.78,-4.66,7.71,0.0,1.24,2.02,78.82
2009-02-27,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,2.52,-3.78,8.35,0.0,1.32,2.3,79.02,51.97,19.46,0,2.52,-3.78,8.35,0.0,1.32,2.3,79.02
2009-02-27,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-8.4,-15.82,-1.15,0.0,1.43,2.68,71.45,68.1,16.71,0,-8.4,-15.82,-1.15,0.0,1.43,2.68,71.45
2009-02-28,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-10.1,-21.83,-0.27,0.0,1.9,3.5,71.56,63.84,16.25,0,-10.1,-21.83,-0.27,0.0,1.9,3.5,71.56
2009-02-28,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,1.27,-7.39,9.6,0.0,1.34,2.07,79.11,47.73,20.73,0,1.27,-7.39,9.6,0.0,1.34,2.07,79.11
2009-03-01,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.31,-0.43,10.01,0.0,0.92,1.34,79.07,45.81,10.66,0,5.31,-0.43,10.01,0.0,0.92,1.34,79.07
2009-03-01,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.4,-8.08,1.43,0.49,1.22,2.44,71.54,63.54,10.85,0,-3.4,-8.08,1.43,0.49,1.22,2.44,71.54
2009-03-02,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.48,-6.15,3.68,3.34,1.32,2.35,71.63,86.3,15.07,0,-1.48,-6.15,3.68,3.34,1.32,2.35,71.63
2009-03-02,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,6.83,3.12,11.32,1.41,1.18,2.3,79.13,71.35,16.02,0,6.83,3.12,11.32,1.41,1.18,2.3,79.13
2009-03-03,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-1.34,-3.57,1.49,13.33,1.74,4.93,71.25,97.81,4.67,0,-1.34,-3.57,1.49,13.33,1.74,4.93,71.25
2009-03-03,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.63,3.19,9.7,12.4,1.61,4.84,78.85,90.46,5.14,0,5.63,3.19,9.7,12.4,1.61,4.84,78.85
2009-03-04,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.68,-7.11,2.21,0.09,1.24,2.54,71.32,84.62,14.28,0,-2.68,-7.11,2.21,0.09,1.24,2.54,71.32
2009-03-04,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.53,-0.66,9.94,0.06,1.2,1.86,78.86,75.77,17.96,0,4.53,-0.66,9.94,0.06,1.2,1.86,78.86
2009-03-05,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.34,-7.48,1.27,0.0,1.32,3.3,71.32,85.26,10.34,0,-3.34,-7.48,1.27,0.0,1.32,3.3,71.32
2009-03-05,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.13,-0.66,9.56,0.06,1.43,2.63,78.87,70.09,19.13,0,4.13,-0.66,9.56,0.06,1.43,2.63,78.87
2009-03-06,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.91,-6.79,1.84,0.63,1.52,3.85,71.39,83.11,12.55,0,-2.91,-6.79,1.84,0.63,1.52,3.85,71.39
2009-03-06,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.29,-1.91,10.57,0.25,1.52,2.83,78.93,66.27,19.54,0,4.29,-1.91,10.57,0.25,1.52,2.83,78.93
2009-03-07,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.27,-0.98,9.84,2.96,1.05,1.62,78.91,67.93,20.16,0,4.27,-0.98,9.84,2.96,1.05,1.62,78.91
2009-03-07,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.75,-7.35,2.74,0.68,1.33,2.59,71.36,74.72,16.35,0,-2.75,-7.35,2.74,0.68,1.33,2.59,71.36
2009-03-08,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.99,-3.12,10.48,0.08,1.18,2.01,78.86,53.02,18.16,0,3.99,-3.12,10.48,0.08,1.18,2.01,78.86
2009-03-08,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.67,-10.06,2.53,0.0,1.17,2.61,71.33,66.91,11.79,0,-3.67,-10.06,2.53,0.0,1.17,2.61,71.33
2009-03-09,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,4.17,-0.66,8.98,0.04,1.42,3.15,79.15,53.89,17.57,0,4.17,-0.66,8.98,0.04,1.42,3.15,79.15
2009-03-09,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-3.99,-8.57,0.98,0.11,1.23,2.23,71.55,74.27,15.96,0,-3.99,-8.57,0.98,0.11,1.23,2.23,71.55
2009-03-10,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,3.24,-5.88,11.48,0.0,1.47,2.82,79.48,51.08,23.13,0,3.24,-5.88,11.48,0.0,1.47,2.82,79.48
2009-03-10,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-4.73,-13.89,4.36,0.0,1.83,3.88,71.87,62.68,21.28,0,-4.73,-13.89,4.36,0.0,1.83,3.88,71.87
2009-03-11,swat,"Swat District, Khyber Pakhtunkhwa",34.8091,72.3617,980.0,5.6,-3.71,14.18,0.0,1.37,1.94,79.54,47.5,22.27,0,5.6,-3.71,14.18,0.0,1.37,1.94,79.54
2009-03-11,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,-2.47,-11.82,6.67,0.0,1.62,3.05,72.03,58.81,18.53,0,-2.47,-11.82,6.67,0.0,1.62,3.05,72.03
2009-03-12,upper_dir,"Upper Dir District, Khyber Pakhtunkhwa",35.335,71.876,1420.0,0.39,-6.81,7.84,0.0,1.51,2.71,71.88,54.49,21.48,0,0.39,-6.81,7.84,0.0,1.51,2.71,71.88
